Subject,Predicate,Object,stv,Strength,overall,MturkTruth
Dudley_Moore,isMarriedTo,Tuesday_Weld,0.499307543,,,1
Farouk_of_Egypt,isMarriedTo,Narriman_Sadek,0.4259463549,,,1
Farouk_of_Egypt,isMarriedTo,Farida_of_Egypt,0.4276425838,,,1
Leopold_II_of_Belgium,isMarriedTo,Marie_Henriette_of_Austria,0.4106098115,,,1
Norma_Shearer,isMarriedTo,Irving_Thalberg,0.4276426733,,,1
Warren_Beatty,isMarriedTo,Annette_Bening,0.4276425838,,,1
Bruce_Willis,isMarriedTo,Emma_Heming,0.4276425838,,,1
Haakon_VII_of_Norway,isMarriedTo,Maud_of_Wales,0.4276425838,,,1
Richard_Francis_Burton,isMarriedTo,Isabel_Burton,0.4276425838,,,1
King_Vidor,isMarriedTo,Eleanor_Boardman,0.4998838305,,,1
Umberto_II_of_Italy,isMarriedTo,Marie_José_of_Belgium,0.4276425838,,,1
Nicolas_Roeg,isMarriedTo,Theresa_Russell,0.4177514017,,,1
M._Night_Shyamalan,created,Praying_with_Anger,0.4276425838,,,1
M._Night_Shyamalan,actedIn,Praying_with_Anger,0.4276425838,,,1
M._Night_Shyamalan,directed,Praying_with_Anger,0.446823746,,,1
Jim_Carrey,isMarriedTo,Lauren_Holly,0.4325021505,,,1
Rex_Harrison,isMarriedTo,Kay_Kendall,0.4276425838,,,1
Kenneth_Branagh,isMarriedTo,Emma_Thompson,0.4276425838,,,1
Sean_Penn,isMarriedTo,Robin_Wright_Penn,0.465231508,,,1
Frederick_III_of_Denmark,isMarriedTo,Sophie_Amalie_of_Brunswick-Lüneburg,0.4318557382,,,1
John_II_of_Aragon,isMarriedTo,Blanche_I_of_Navarre,0.4762189686,,,1
Frederick_IX_of_Denmark,isMarriedTo,Ingrid_of_Sweden,0.4373797476,,,1
Ingrid_of_Sweden,isMarriedTo,Frederick_IX_of_Denmark,0.4574847221,,,1
Prunella_Scales,isMarriedTo,Timothy_West,0.4264121056,,,1
Timothy_West,isMarriedTo,Prunella_Scales,0.4786732495,,,1
Samuel_Augustus_Barnett,isMarriedTo,Henrietta_Barnett,0.4177514613,,,1
Emma_Thompson,isMarriedTo,Kenneth_Branagh,0.4196336567,,,1
Emma_Thompson,isMarriedTo,Greg_Wise,0.4276425838,,,1
Stephen_V_of_Hungary,isMarriedTo,Elizabeth_the_Cuman,0.4504233599,,,1
Cliff_Robertson,isMarriedTo,Cynthia_Stone,1,,,1
Sylvia_Anderson,isMarriedTo,Gerry_Anderson,0.4259463847,,,1
Gerry_Anderson,isMarriedTo,Sylvia_Anderson,0.3993825614,,,1
Irving_Thalberg,isMarriedTo,Norma_Shearer,0.4276425838,,,1
Betty_Compson,isMarriedTo,James_Cruze,0.4261480272,,,1
Burt_Reynolds,isMarriedTo,Loni_Anderson,0.501691103,,,1
Pierce_Brosnan,isMarriedTo,Cassandra_Harris,0.497374922,,,1
Dorothy_Dandridge,isMarriedTo,Harold_Nicholas,0.4365056455,,,1
Ward_Kimball,produced,Man_in_Space,0.4338943958,,,1
Ward_Kimball,created,Man_in_Space,0.5829318166,,,1
Ward_Kimball,directed,Man_in_Space,0.4762240052,,,1
Una_Stubbs,isMarriedTo,Peter_Gilmore,0.4276425838,,,1
Una_Stubbs,isMarriedTo,Nicky_Henson,0.4276425838,,,1
Chulalongkorn,isMarriedTo,Savang_Vadhana,0.4276425838,,,1
Chulalongkorn,isMarriedTo,Saovabha_Bongsri,0.4276425838,,,1
Chulalongkorn,isMarriedTo,Sunandha_Kumariratana,0.4276425838,,,1
Buddha_Yodfa_Chulaloke,isMarriedTo,Amarindra,0.0159104131,,,1
Kamal_Haasan,produced,Thevar_Magan,0.4143873751,,,1
Kamal_Haasan,created,Thevar_Magan,0.3992563188,,,1
Kamal_Haasan,actedIn,Thevar_Magan,0.4476759434,,,1
Frederick_William_IV_of_Prussia,isMarriedTo,Elisabeth_Ludovika_of_Bavaria,0.4782646596,,,1
Sancho_I_of_Portugal,isMarriedTo,Dulce_of_Aragon,0.395940274,,,1
Rosalind_Chao,isMarriedTo,Simon_Templeman,0.4166200161,,,1
Alexandra_Wentworth,isMarriedTo,George_Stephanopoulos,0.4956986308,,,1
Steve_Case,isMarriedTo,Jean_Case,0.4631760418,,,1
Christiane_Amanpour,isMarriedTo,James_Rubin,0.4476759434,,,1
John_McCarthy__computer_scientist_,created,Lisp__programming_language_,0.4335804582,,,1
Princess_Beatrice_of_the_United_Kingdom,isMarriedTo,Prince_Henry_of_Battenberg,0.5158090591,,,1
Prince_Henry_of_Battenberg,isMarriedTo,Princess_Beatrice_of_the_United_Kingdom,0.5640068054,,,1
James_Rubin,isMarriedTo,Christiane_Amanpour,0.4154525697,,,1
Maud_of_Wales,isMarriedTo,Haakon_VII_of_Norway,0.9362545609,,,1
Robert_Kardashian,isMarriedTo,Kris_Jenner,0.4276426435,,,1
Madeleine_Stowe,isMarriedTo,Brian_Benben,0.4722479284,,,1
Joachim_Murat,isMarriedTo,Caroline_Bonaparte,0.4113820791,,,1
Lotte_Reiniger,created,The_Adventures_of_Prince_Achmed,0.4254616201,,,1
Lotte_Reiniger,directed,The_Adventures_of_Prince_Achmed,0.4475468695,,,1
Emilio_Estevez,produced,The_War_at_Home__film_,0.4276425838,,,1
Emilio_Estevez,actedIn,The_War_at_Home__film_,0.4318322241,,,1
Emilio_Estevez,directed,The_War_at_Home__film_,0.4107668698,,,1
Colin_Mochrie,isMarriedTo,Debra_McGrath,0.4276425838,,,1
Ludwig_III_of_Bavaria,isMarriedTo,Maria_Theresa_of_Austria-Este__1849–1919_,0.5158090591,,,1
Abel_Gance,produced,Au_Secours!,0.4749694765,,,1
Abel_Gance,created,Au_Secours!,0.4276425838,,,1
Abel_Gance,directed,Au_Secours!,0.4906888008,,,1
Abel_Gance,created,End_of_the_World__1931_film_,0.446823746,,,1
Abel_Gance,actedIn,End_of_the_World__1931_film_,0.5020970702,,,1
Abel_Gance,directed,End_of_the_World__1931_film_,0.4181512892,,,1
Abel_Gance,created,La_Folie_du_Docteur_Tube,0.420143038,,,1
Abel_Gance,directed,La_Folie_du_Docteur_Tube,0.4547978938,,,1
Abel_Gance,produced,J'accuse!__1938_film_,0.408213675,,,1
Abel_Gance,created,J'accuse!__1938_film_,0.4115637541,,,1
Abel_Gance,directed,J'accuse!__1938_film_,0.5664188266,,,1
Abel_Gance,created,La_Digue__film_,0.4276425838,,,1
Abel_Gance,directed,La_Digue__film_,0.3989317715,,,1
Abel_Gance,created,The_Mask_of_Horror,0.4318557382,,,1
Abel_Gance,directed,The_Mask_of_Horror,0.6202318072,,,1
Abel_Gance,created,Un_drame_au_château_d'Acre,0.4962947369,,,1
Abel_Gance,directed,Un_drame_au_château_d'Acre,0.4276425838,,,1
Abel_Gance,created,Le_périscope,0.4372947514,,,1
Abel_Gance,directed,Le_périscope,0.4466849864,,,1
Abel_Gance,created,Les_Gaz_mortels,0.6821832657,,,1
Abel_Gance,directed,Les_Gaz_mortels,0.4276426435,,,1
Abel_Gance,created,Le_droit_à_la_vie,0.4276425838,,,1
Abel_Gance,directed,Le_droit_à_la_vie,0.4474327564,,,1
Abel_Gance,created,The_Torture_of_Silence,0.4176021516,,,1
Abel_Gance,directed,The_Torture_of_Silence,0.5916664004,,,1
Abel_Gance,created,Barberousse,0.4152041972,,,1
Abel_Gance,directed,Barberousse,0.4919268191,,,1
Abel_Gance,created,The_Zone_of_Death,0.4276425838,,,1
Abel_Gance,directed,The_Zone_of_Death,0.7456231117,,,1
Abel_Gance,created,The_Tenth_Symphony,0.4276425838,,,1
Abel_Gance,directed,The_Tenth_Symphony,0.4241876602,,,1
Abel_Gance,created,The_Ironmaster,0.4276425838,,,1
Abel_Gance,directed,The_Ironmaster,0.4256498814,,,1
Abel_Gance,created,Poliche,0.4276425838,,,1
Abel_Gance,directed,Poliche,0.4276425838,,,1
Abel_Gance,created,Louise__film_,0.4276425838,,,1
Abel_Gance,directed,Louise__film_,0.4276425838,,,1
Henri-Georges_Clouzot,isMarriedTo,Véra_Clouzot,0.4276425838,,,1
Terry_Farrell__actress_,isMarriedTo,Brian_Baker__actor_,0.4276425838,,,1
Rick_Rubin,created,Tougher_Than_Leather__film_,0.4059870839,,,1
Rick_Rubin,directed,Tougher_Than_Leather__film_,0.4113820195,,,1
Jeffrey_Hunter,isMarriedTo,Emily_McLaughlin,0.0820804238,,,1
Ibrahim_Nasir,isMarriedTo,Naseema_Mohamed,0.7305878401,,,1
Alan_Keen,isMarriedTo,Ann_Keen,0.7305878401,,,1
Ann_Keen,isMarriedTo,Alan_Keen,0.4276425838,,,1
George_Stephanopoulos,isMarriedTo,Alexandra_Wentworth,0.4148673117,,,1
Annette_Bening,isMarriedTo,Warren_Beatty,0.4276425838,,,1
Princess_Margaretha_of_Sweden,isMarriedTo,Prince_Axel_of_Denmark,0.4793458283,,,1
Kay_Kendall,isMarriedTo,Rex_Harrison,0.4276425838,,,1
Ann_Sothern,isMarriedTo,Robert_Sterling,0.4065216482,,,1
Gloria_Stuart,isMarriedTo,Arthur_Sheekman,0.4276425838,,,1
Ishirō_Honda,created,Destroy_All_Monsters,0.4276425838,,,1
Ishirō_Honda,directed,Destroy_All_Monsters,0.9446027875,,,1
Ishirō_Honda,created,Godzilla__1954_film_,0.4424107373,,,1
Ishirō_Honda,directed,Godzilla__1954_film_,0.4258196056,,,1
Mark_E._Kelly,isMarriedTo,Gabrielle_Giffords,0.4173130393,,,1
Gordon_Ramsay,isMarriedTo,Tana_Ramsay,0.3957529068,,,1
Vic_Morrow,created,A_Man_Called_Sledge,0.5791468024,,,1
Vic_Morrow,directed,A_Man_Called_Sledge,0.3949653506,,,1
Jimmy_Fallon,isMarriedTo,Nancy_Juvonen,0.4213554561,,,1
Seth_Cohen,isMarriedTo,Summer_Roberts,0.4276425838,,,1
Marie_José_of_Belgium,isMarriedTo,Umberto_II_of_Italy,0.3854900301,,,1
Trip_Hawkins,created,Electronic_Arts,0.4193560183,,,1
Jill_Hennessy,created,The_Acting_Class,0.4474327564,,,1
Jill_Hennessy,actedIn,The_Acting_Class,0.4276425838,,,1
Jill_Hennessy,directed,The_Acting_Class,0.4143872857,,,1
Emily_McLaughlin,isMarriedTo,Jeffrey_Hunter,0.4956397116,,,1
Tage_Danielsson,created,The_Adventures_of_Picasso,0.4153022468,,,1
Tage_Danielsson,directed,The_Adventures_of_Picasso,0.4154197276,,,1
Chelsea_Noble,isMarriedTo,Kirk_Cameron,0.4154525697,,,1
Loni_Anderson,isMarriedTo,Burt_Reynolds,0.4280184209,,,1
Bruce_Jenner,isMarriedTo,Kris_Jenner,0.4998057485,,,1
Norman_Manley,isMarriedTo,Edna_Manley,0.4321557581,,,1
Elisabeth_Elliot,isMarriedTo,Jim_Elliot,0.4070726633,,,1
Leander_Haußmann,created,Sonnenallee,0.4276425838,,,1
Leander_Haußmann,directed,Sonnenallee,0.4276425838,,,1
Leander_Haußmann,created,NVA__film_,0.4276425838,,,1
Leander_Haußmann,directed,NVA__film_,0.4037350118,,,1
Bryce_Dallas_Howard,isMarriedTo,Seth_Gabel,0.4276425838,,,1
Jesse_Birdsall,isMarriedTo,Gwyneth_Strong,0.4813362658,,,1
Henrietta_Barnett,isMarriedTo,Samuel_Augustus_Barnett,0.4828420579,,,1
Parris_Glendening,isMarriedTo,Frances_Hughes_Glendening,0.4276426435,,,1
Yūko_Kobayashi,isMarriedTo,Mitsuaki_Hoshino,0.4480448067,,,1
Eleanor_Boardman,isMarriedTo,King_Vidor,0.4276425838,,,1
Barbara_Steele,isMarriedTo,James_Poe,0.4276425838,,,1
Carol_Rosin,isMarriedTo,Jon_Cypher,0.4264363348,,,1
Aldo_Ray,isMarriedTo,Jeff_Donnell,0.4148387313,,,1
Rita_Wilson,isMarriedTo,Tom_Hanks,0.4276425838,,,1
Harry_Hughes,isMarriedTo,Patricia_Donoho_Hughes,0.4276425838,,,1
Iain_Softley,created,Backbeat__film_,0.4276425838,,,1
Iain_Softley,directed,Backbeat__film_,0.4634473324,,,1
Dani_Levy,created,Alles_auf_Zucker!,0.4276425838,,,1
Dani_Levy,directed,Alles_auf_Zucker!,0.672144711,,,1
Roberta_Taylor,isMarriedTo,Peter_Guinness__actor_,0.4436353147,,,1
Jaya_Bachchan,isMarriedTo,Amitabh_Bachchan,0.4276426435,,,1
Cassandra_Harris,isMarriedTo,Pierce_Brosnan,0.438273102,,,1
Bibi_Gaytán,isMarriedTo,Eduardo_Capetillo,0.4344629347,,,1
Jim_Elliot,isMarriedTo,Elisabeth_Elliot,0.415430069,,,1
Summer_Roberts,isMarriedTo,Seth_Cohen,0.43302387,,,1
Harold_Nicholas,isMarriedTo,Dorothy_Dandridge,0.4276425838,,,1
Tuesday_Weld,isMarriedTo,Dudley_Moore,0.4276425838,,,1
Adrianne_Curry,isMarriedTo,Christopher_Knight,0.4044555724,,,1
Craig_Ferguson,created,I'll_Be_There__film_,0.7181856036,,,1
Craig_Ferguson,actedIn,I'll_Be_There__film_,0.4267269373,,,1
Craig_Ferguson,directed,I'll_Be_There__film_,0.433894366,,,1
Emilie_Schindler,isMarriedTo,Oskar_Schindler,0.446046412,,,1
Matilda_of_Boulogne,isMarriedTo,Stephen_of_England,0.9443958402,,,1
Adam_Cheng,isMarriedTo,Lydia_Shum,0.5185357928,,,1
Rod_Lurie,created,The_Contender__2000_film_,0.4549107552,,,1
Rod_Lurie,directed,The_Contender__2000_film_,0.4549107552,,,1
Bill_Condon,created,Dreamgirls__film_,0.4617270231,,,1
Bill_Condon,directed,Dreamgirls__film_,0.4276425838,,,1
Yılmaz_Güney,produced,Yol,0.4106097519,,,1
Yılmaz_Güney,created,Yol,0.4736453891,,,1
Yılmaz_Güney,directed,Yol,0.4344629347,,,1
Yılmaz_Güney,created,Zavallılar,0.4177514613,,,1
Yılmaz_Güney,actedIn,Zavallılar,0.4407606125,,,1
Yılmaz_Güney,directed,Zavallılar,0.5916664004,,,1
Palito_Ortega,produced,El_Tío_Disparate,0.4410901666,,,1
Palito_Ortega,created,El_Tío_Disparate,0.4407606125,,,1
Palito_Ortega,actedIn,El_Tío_Disparate,0.5308241844,,,1
Palito_Ortega,directed,El_Tío_Disparate,0.4856594503,,,1
Lilyan_Tashman,isMarriedTo,Edmund_Lowe,0.7036633492,,,1
Narriman_Sadek,isMarriedTo,Farouk_of_Egypt,0.4153741598,,,1
Maria_Augimeri,isMarriedTo,Odoardo_Di_Santo,0.425349474,,,1
Jeremy_Sisto,isMarriedTo,Marisa_Ryan,0.4338943958,,,1
Hermann_Einstein,isMarriedTo,Pauline_Koch,0.4143873155,,,1
Jon_Hall,isMarriedTo,Frances_Langford,0.4276425838,,,1
Jon_Hall,isMarriedTo,Raquel_Torres,0.5379638076,,,1
Xander_Berkeley,isMarriedTo,Sarah_Clarke,0.4276425838,,,1
Sarah_Clarke,isMarriedTo,Xander_Berkeley,0.4276426435,,,1
Lauren_Holly,isMarriedTo,Jim_Carrey,1,,,1
Milena_Dravić,isMarriedTo,Dragan_Nikolić,0.3992562592,,,1
Victor_Salva,created,Jeepers_Creepers_2,0.492549628,,,1
Victor_Salva,directed,Jeepers_Creepers_2,0.4276425838,,,1
Victor_Salva,produced,Clownhouse,0.4276425838,,,1
Victor_Salva,created,Clownhouse,0.4275161326,,,1
Victor_Salva,directed,Clownhouse,0.4276425838,,,1
Dragan_Nikolić,isMarriedTo,Milena_Dravić,0.4321393371,,,1
Marie_Henriette_of_Austria,isMarriedTo,Leopold_II_of_Belgium,0.4276425838,,,1
Andrew_Lane,produced,Jake_Speed,0.4044215679,,,1
Andrew_Lane,created,Jake_Speed,0.4276425838,,,1
Andrew_Lane,directed,Jake_Speed,0.4946915507,,,1
Stanisław_Kostka_Zamoyski,isMarriedTo,Zofia_Czartoryska,0.4321393371,,,1
Zofia_Czartoryska,isMarriedTo,Stanisław_Kostka_Zamoyski,0.4465464652,,,1
Theresa_Russell,isMarriedTo,Nicolas_Roeg,0.4276425838,,,1
Jorge_Lanata,created,Deuda,0.7265753746,,,1
Jorge_Lanata,directed,Deuda,0.4276425838,,,1
Eduardo_Capetillo,isMarriedTo,Bibi_Gaytán,0.4106097221,,,1
Caroline_Ingalls,isMarriedTo,Charles_Ingalls,0.4276425838,,,1
Charles_Ingalls,isMarriedTo,Caroline_Ingalls,0.4276425838,,,1
Julia_the_Elder,isMarriedTo,Tiberius,0.4267039001,,,1
Prince_Tomohito_of_Mikasa,isMarriedTo,Princess_Tomohito_of_Mikasa,0.4276425838,,,1
Andrew_I_of_Hungary,isMarriedTo,Anastasia_of_Kiev,0.6166383624,,,1
Zack_Morris,isMarriedTo,Kelly_Kapowski,0.7238607407,,,1
Peter_Gilmore,isMarriedTo,Una_Stubbs,0.4276425838,,,1
Princess_Tomohito_of_Mikasa,isMarriedTo,Prince_Tomohito_of_Mikasa,0.4078284204,,,1
Denis_Héroux,created,Valérie,0.4169176221,,,1
Denis_Héroux,directed,Valérie,0.4828420281,,,1
Denis_Héroux,created,Naked_Massacre,0.4203598201,,,1
Denis_Héroux,directed,Naked_Massacre,0.4257438779,,,1
Greg_Wise,isMarriedTo,Emma_Thompson,0.5163173676,,,1
Steven_E._de_Souza,created,Arnold's_Wrecking_Co.,0.4040887356,,,1
Steven_E._de_Souza,directed,Arnold's_Wrecking_Co.,0.5025786757,,,1
Steven_E._de_Souza,created,Possessed__2000_film_,0.4346316457,,,1
Steven_E._de_Souza,directed,Possessed__2000_film_,0.4333811402,,,1
Frances_Langford,isMarriedTo,Jon_Hall,0.4572899044,,,1
Savang_Vadhana,isMarriedTo,Chulalongkorn,0.425349474,,,1
Gail_O'Grady,isMarriedTo,Jeffrey_Byron,0.4783171713,,,1
Danielle_Spencer__Australian_singer_,isMarriedTo,Russell_Crowe,0.5499971509,,,1
Caroline_Bonaparte,isMarriedTo,Joachim_Murat,0.4257425964,,,1
Stephanie_J._Block,isMarriedTo,Sebastian_Arcelus,0.4276425838,,,1
Michael_Langone,created,Recovery_from_Cults,0.4276426435,,,1
Paul_Scheer,isMarriedTo,June_Diane_Raphael,0.4276425838,,,1
Frank_Fay__American_actor_,isMarriedTo,Barbara_Stanwyck,0.4849816263,,,1
Sandy_Lam,isMarriedTo,Jonathan_Lee__record_producer_,0.4276425838,,,1
Noah_Bennett,isMarriedTo,Paloma_Lopez-Fitzgerald,0.4849816859,,,1
Paloma_Lopez-Fitzgerald,isMarriedTo,Noah_Bennett,0.4203598201,,,1
Gwyneth_Strong,isMarriedTo,Jesse_Birdsall,0.411806196,,,1
Daniel_Rodney,wasBornIn,Lewes__Delaware,0.4252923727,,,1
Daniel_Rodney,diedIn,Lewes__Delaware,0.4742409885,,,1
Daniel_Rodney,livesIn,Lewes__Delaware,0.4929628372,,,1
Alexandre_Astruc,created,The_Crimson_Curtain,0.4276425838,,,1
Alexandre_Astruc,directed,The_Crimson_Curtain,0.4419024885,,,1
Sheila_Sim,isMarriedTo,Richard_Attenborough,0.427642554,,,1
Marco_Ferreri,created,Bye_Bye_Monkey,0.4276425838,,,1
Marco_Ferreri,directed,Bye_Bye_Monkey,0.4276425838,,,1
Marco_Ferreri,created,El_Cochecito,0.4790124595,,,1
Marco_Ferreri,directed,El_Cochecito,0.4276425838,,,1
Marco_Ferreri,created,Don't_Touch_the_White_Woman!,0.0183418393,,,1
Marco_Ferreri,directed,Don't_Touch_the_White_Woman!,0.4167755246,,,1
Marco_Ferreri,created,The_Conjugal_Bed,0.4106097221,,,1
Marco_Ferreri,directed,The_Conjugal_Bed,0.4276425838,,,1
Marco_Ferreri,created,The_Ape_Woman,0.4163707495,,,1
Marco_Ferreri,directed,The_Ape_Woman,0.5657536983,,,1
Marco_Ferreri,created,Break_Up__film_,0.4074460566,,,1
Marco_Ferreri,directed,Break_Up__film_,0.4802261293,,,1
Marco_Ferreri,created,Liza__film_,0.4480448067,,,1
Marco_Ferreri,directed,Liza__film_,0.4276425838,,,1
Marco_Ferreri,created,The_Story_of_Piera,0.4276425838,,,1
Marco_Ferreri,directed,The_Story_of_Piera,0.4193560183,,,1
Marco_Ferreri,created,I_Love_You__1986_film_,0.3854900002,,,1
Marco_Ferreri,directed,I_Love_You__1986_film_,0.4276425838,,,1
Marco_Ferreri,created,L'udienza,0.5132139921,,,1
Marco_Ferreri,directed,L'udienza,0.4044555724,,,1
Zak_Penn,created,The_Grand__film_,0.4276425838,,,1
Zak_Penn,directed,The_Grand__film_,0.4276425838,,,1
Brian_Benben,isMarriedTo,Madeleine_Stowe,0.4105223715,,,1
Elmar_Klos,created,The_Shop_on_Main_Street,0.3989317715,,,1
Elmar_Klos,directed,The_Shop_on_Main_Street,0.4276426435,,,1
Jacques_Feyder,isMarriedTo,Françoise_Rosay,0.4760190845,,,1
Jacques_Feyder,created,Carnival_in_Flanders__film_,0.4276425838,,,1
Jacques_Feyder,directed,Carnival_in_Flanders__film_,0.4154525697,,,1
Jacques_Feyder,created,L'Atlantide__1921_film_,0.3989317715,,,1
Jacques_Feyder,directed,L'Atlantide__1921_film_,0.4727427065,,,1
Jacques_Feyder,created,Crainquebille,0.4276425838,,,1
Jacques_Feyder,directed,Crainquebille,0.4276426435,,,1
Jacques_Feyder,created,Le_Grand_Jeu__1934_film_,0.4153364599,,,1
Jacques_Feyder,directed,Le_Grand_Jeu__1934_film_,0.4199583828,,,1
Jacques_Feyder,created,Faces_of_Children,0.4276425838,,,1
Jacques_Feyder,directed,Faces_of_Children,0.4096849859,,,1
Françoise_Rosay,isMarriedTo,Jacques_Feyder,0.4480448067,,,1
Ann_Smith_Franklin,isMarriedTo,James_Franklin__printer_,0.4276425838,,,1
Carlos_Atanes,created,PROXIMA,0.4334254861,,,1
Carlos_Atanes,directed,PROXIMA,0.5163174272,,,1
Ray_Barnett,isMarriedTo,Neela_Rasgotra,0.481934607,,,1
Neela_Rasgotra,isMarriedTo,Ray_Barnett,0.4344630241,,,1
Napoleon_Louis_Bonaparte,isMarriedTo,Charlotte_Napoléone_Bonaparte,0.015910387,,,1
Charlotte_Napoléone_Bonaparte,isMarriedTo,Napoleon_Louis_Bonaparte,0.553781271,,,1
Odoardo_Di_Santo,isMarriedTo,Maria_Augimeri,0.9159177542,,,1
Michael_Dowse,produced,FUBAR__film_,0.4508007169,,,1
Michael_Dowse,created,FUBAR__film_,0.4276425838,,,1
Michael_Dowse,directed,FUBAR__film_,0.4106097221,,,1
Michael_Dowse,created,It's_All_Gone_Pete_Tong,0.5829318166,,,1
Michael_Dowse,directed,It's_All_Gone_Pete_Tong,0.4254615307,,,1
Michael_Dowse,created,Kids_in_America__2011_film_,0.4065758586,,,1
Michael_Dowse,directed,Kids_in_America__2011_film_,0.4106098413,,,1
Michael_Dowse,produced,FUBAR_2__film_,0.4276425838,,,1
Michael_Dowse,created,FUBAR_2__film_,0.4188005626,,,1
Michael_Dowse,directed,FUBAR_2__film_,0.4799813628,,,1
Conway_Berners-Lee,isMarriedTo,Mary_Lee_Woods,0.4276425838,,,1
Mary_Lee_Woods,isMarriedTo,Conway_Berners-Lee,0.4276425838,,,1
Prince_Valdemar_of_Denmark,isMarriedTo,Princess_Marie_of_Orléans__1865–1909_,0.4172474146,,,1
Isabel_Coixet,created,My_Life_Without_Me,0.4276425838,,,1
Isabel_Coixet,directed,My_Life_Without_Me,0.4204339087,,,1
Isabel_Coixet,created,The_Secret_Life_of_Words,0.4500049353,,,1
Isabel_Coixet,directed,The_Secret_Life_of_Words,0.4276425838,,,1
Isabel_Coixet,created,Map_of_the_Sounds_of_Tokyo,0.4276425838,,,1
Isabel_Coixet,directed,Map_of_the_Sounds_of_Tokyo,0.4039948881,,,1
Emilio_Fernández,created,Siempre_tuya,0.4276425838,,,1
Emilio_Fernández,directed,Siempre_tuya,0.4889760017,,,1
Emilio_Fernández,created,Flor_Silvestre,0.4070726633,,,1
Emilio_Fernández,directed,Flor_Silvestre,0.411806196,,,1
Emilio_Fernández,created,Pueblerina,0.4805459976,,,1
Emilio_Fernández,directed,Pueblerina,0.4163707495,,,1
Emilio_Fernández,created,Rosanna__film_,0.425277859,,,1
Emilio_Fernández,directed,Rosanna__film_,0.5310175419,,,1
Emilio_Fernández,created,Río_Escondido__1948_film_,0.4073320925,,,1
Emilio_Fernández,directed,Río_Escondido__1948_film_,0.7733977437,,,1
Emilio_Fernández,created,Maclovia__1948_film_,0.4253700376,,,1
Emilio_Fernández,directed,Maclovia__1948_film_,0.4276426435,,,1
Emilio_Fernández,created,The_Torch__film_,0.4148673415,,,1
Emilio_Fernández,directed,The_Torch__film_,0.4891096056,,,1
Emilio_Fernández,produced,La_Choca,0.4253700376,,,1
Emilio_Fernández,created,La_Choca,0.4276425838,,,1
Emilio_Fernández,directed,La_Choca,0.4163707495,,,1
Umaru_Yar'Adua,isMarriedTo,Turai_Yar'Adua,0.4871663451,,,1
Arthur_Sheekman,isMarriedTo,Gloria_Stuart,0.4625729918,,,1
Diana_Hoddinott,isMarriedTo,Harry_Towb,0.4247065485,,,1
Tzang_Merwyn_Tong,created,A_Wicked_Tale,0.5852610469,,,1
Tzang_Merwyn_Tong,directed,A_Wicked_Tale,0.4276426435,,,1
Alex_Chandon,created,Pervirella,0.4276425838,,,1
Alex_Chandon,directed,Pervirella,0.4276425838,,,1
Alex_Chandon,created,Bad_Karma__1991_film_,0.4379006922,,,1
Alex_Chandon,actedIn,Bad_Karma__1991_film_,0.4423839748,,,1
