ID,Subject,Predicate,Object,MturkTruth
201942,concept:sportsteam:memphis_grizzlies,concept:teamplaysincity,concept:city:memphis,1
201411,concept:stadiumoreventvenue:wrigley_field,concept:stadiumlocatedincity,concept:city:chicago,1
201446,concept:stadiumoreventvenue:quicken_loans_arena,concept:stadiumlocatedincity,concept:city:cleveland,1
201578,concept:stadiumoreventvenue:joe_louis_arena,concept:stadiumlocatedincity,concept:city:detroit,1
201408,concept:sportsteam:chicago_cubs,concept:teamplaysincity,concept:city:chicago,1
201439,concept:sportsteam:cleveland_browns,concept:teamplaysincity,concept:city:cleveland,1
201545,concept:stadiumoreventvenue:american_airlines_center,concept:stadiumlocatedincity,concept:city:dallas,1
202337,concept:stadiumoreventvenue:mellon_arena,concept:stadiumlocatedincity,concept:city:pittsburgh,1
203126,concept:sportsteam:boston_celtics,concept:organizationhiredperson,concept:coach:doc_rivers,1
202891,concept:stadiumoreventvenue:verizon_center,concept:stadiumlocatedincity,concept:city:washington_d_c,1
202907,concept:sportsteam:capitals,concept:teamplaysincity,concept:city:washington_d_c,1
202439,concept:stadiumoreventvenue:petco_park,concept:stadiumlocatedincity,concept:city:san_diego,1
202451,concept:stadiumoreventvenue:candlestick_park,concept:stadiumlocatedincity,concept:city:san_francisco,1
202340,concept:stadiumoreventvenue:heinz_field,concept:stadiumlocatedincity,concept:city:pittsburgh,1
202343,concept:sportsteam:steelers,concept:teamplaysincity,concept:city:pittsburgh,1
203325,concept:athlete:carson_palmer,concept:athletecoach,concept:coach:marvin_lewis,1
202306,concept:stadiumoreventvenue:citizen_bank_park,concept:stadiumlocatedincity,concept:city:philadelphia,1
202227,concept:stadiumoreventvenue:mcafee_coliseum,concept:stadiumlocatedincity,concept:city:oakland,1
208186,concept:athlete:cleon_jones,concept:athleteplayssport,concept:sport:baseball,1
202324,concept:sportsteam:suns,concept:teamplaysincity,concept:city:phoenix,1
202596,concept:sportsteam:buccaneers,concept:teamplaysincity,concept:city:tampa_bay,1
202593,concept:stadiumoreventvenue:st___pete_times_forum,concept:stadiumlocatedincity,concept:city:tampa_bay,1
203304,concept:athlete:brian_urlacher,concept:athletecoach,concept:coach:lovie_smith,0
203558,concept:athlete:peyton_manning,concept:athletecoach,concept:coach:tony_dungy,1
208187,concept:athlete:pudge_rodriguez,concept:athleteplayssport,concept:sport:baseball,1
202291,concept:sportsteam:philadelphia_phillies,concept:teamplaysincity,concept:city:philadelphia,1
202338,concept:sportsteam:pittsburgh_penguins,concept:teamplaysincity,concept:city:pittsburgh,1
202326,concept:stadiumoreventvenue:us_airways_center,concept:stadiumlocatedincity,concept:city:phoenix,1
202457,concept:sportsteam:san_francisco_giants,concept:teamplaysincity,concept:city:san_francisco,1
202440,concept:sportsteam:san_diego_chargers,concept:teamplaysincity,concept:city:san_diego,1
202222,concept:sportsteam:oakland_raiders,concept:teamplaysincity,concept:city:oakland,1
203127,concept:athlete:paul_pierce,concept:athletecoach,concept:coach:doc_rivers,1
208185,concept:athlete:baldelli,concept:athleteplayssport,concept:sport:baseball,1
201961,concept:stadiumoreventvenue:dolphin_stadium,concept:stadiumlocatedincity,concept:city:miami,1
208768,concept:athlete:lenny_dykstra,concept:athleteplayssport,concept:sport:baseball,1
211419,concept:athlete:steve_garvey,concept:athleteplaysinleague,concept:sportsleague:mlb,1
219635,concept:athlete:dustin_pedroia,concept:athleteplaysforteam,concept:sportsteam:red_sox,1
221174,concept:sportsteam:new_england_patriots,concept:teamhomestadium,concept:stadiumoreventvenue:gillette_stadium,1
213849,concept:personmexico:d_j__mbenga,concept:coachesteam,concept:sportsteam:akron,0
211535,concept:personmexico:edinson_volquez,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211921,concept:athlete:tom_glavine,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221363,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:oracle_arena,1
208977,concept:athlete:darrell_rasner,concept:athleteplayssport,concept:sport:baseball,1
211901,concept:personmexico:nick_punto,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208202,concept:athlete:jesse_orosco,concept:athleteplayssport,concept:sport:baseball,1
211640,concept:athlete:joel_guzman,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208558,concept:athlete:dwight_gooden,concept:athleteplayssport,concept:sport:baseball,1
213623,concept:sportsteam:dallas_cowboys,concept:teamplaysinleague,concept:sportsleague:nfl,1
221558,concept:sportsteam:tampa_bay_devil_rays,concept:teamhomestadium,concept:stadiumoreventvenue:tropicana_field,1
208866,concept:athlete:brian_shouse,concept:athleteplayssport,concept:sport:baseball,1
208897,concept:personmexico:chien_ming_wang,concept:athleteplayssport,concept:sport:baseball,1
211550,concept:athlete:edgar_martinez,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211423,concept:athlete:alberto_arias,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211426,concept:athlete:chris_resop,concept:athleteplaysinleague,concept:sportsleague:mlb,1
219765,concept:athlete:carl_landry,concept:athleteplaysforteam,concept:sportsteam:rockets,1
208213,concept:athlete:matt_wieters,concept:athleteplayssport,concept:sport:baseball,1
211715,concept:coach:john_buck,concept:athleteplaysinleague,concept:sportsleague:mlb,1
220979,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:american_airlines_center,1
211995,concept:coach:kevin_youkilis,concept:athleteplaysinleague,concept:sportsleague:mlb,1
216543,concept:athlete:rudy_gay,concept:athleteplaysforteam,concept:sportsteam:memphis_grizzlies,1
220041,concept:athlete:matt_hasselbeck,concept:athleteledsportsteam,concept:sportsteam:seahawks,1
218134,concept:personmexico:jason_giambi,concept:athleteplaysforteam,concept:sportsteam:new_york_yankees,1
220101,concept:athlete:ichiro,concept:athleteplaysforteam,concept:sportsteam:seattle_mariners,1
221606,concept:sportsteam:chicago_cubs,concept:teamhomestadium,concept:stadiumoreventvenue:wrigley_field,1
219350,concept:athlete:jason_kapono,concept:athleteplaysforteam,concept:sportsteam:raptors,1
218098,concept:athlete:giambi,concept:athleteledsportsteam,concept:sportsteam:new_york_yankees,1
221301,concept:sportsteam:minnesota_vikings,concept:teamhomestadium,concept:stadiumoreventvenue:metrodome,1
208613,concept:athlete:sean_casey,concept:athleteplayssport,concept:sport:baseball,1
211974,concept:coach:rickie_weeks,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208683,concept:male:yogi_berra,concept:athleteplayssport,concept:sport:baseball,1
218702,concept:personmexico:shane_victorino,concept:athleteplaysforteam,concept:sportsteam:phillies,1
214888,concept:athlete:derosa,concept:athleteledsportsteam,concept:sportsteam:chicago_cubs,1
216657,concept:athlete:tarvaris_jackson,concept:athleteledsportsteam,concept:sportsteam:minnesota_vikings,1
209003,concept:athlete:brett_myers,concept:athleteplayssport,concept:sport:baseball,1
214369,concept:athlete:jim_rice,concept:athleteplaysforteam,concept:sportsteam:boston_red,1
218444,concept:personmexico:jay_gibbons,concept:athleteplaysforteam,concept:sportsteam:orioles,1
209363,concept:athlete:julio_franco,concept:athleteplayssport,concept:sport:baseball,1
221233,concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:jordan_hare_stadium,1
218494,concept:athlete:mike_dunleavy,concept:athleteledsportsteam,concept:sportsteam:pacers,1
217848,concept:athlete:willie_mcginest,concept:athleteplaysforteam,concept:sportsteam:new_york_giants,1
208863,concept:athlete:asdrubal_cabrera,concept:athleteplayssport,concept:sport:baseball,1
213973,concept:coach:mark_kotsay,concept:athleteplaysforteam,concept:sportsteam:atlanta_braves,1
213992,concept:athlete:andruw_jones,concept:athleteledsportsteam,concept:sportsteam:atlanta_braves,1
215775,concept:personmexico:michael_bourn,concept:athleteplaysforteam,concept:sportsteam:houston_astros,1
212001,concept:athlete:grady_sizemore,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209055,concept:athlete:roberto_alomar,concept:athleteplayssport,concept:sport:baseball,1
215569,concept:athlete:tayshaun_prince,concept:athleteledsportsteam,concept:sportsteam:fort_wayne_pistons,0
209342,concept:athlete:a_j__murray,concept:athleteplayssport,concept:sport:baseball,1
208915,concept:athlete:john_smoltz,concept:athleteplayssport,concept:sport:baseball,1
213993,concept:athlete:andruw_jones,concept:athleteplaysforteam,concept:sportsteam:atlanta_braves,1
221171,concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:giants_stadium,1
211838,concept:athlete:brayan_pena,concept:athleteplaysinleague,concept:sportsleague:mlb,1
219254,concept:athlete:frank_francisco,concept:athleteledsportsteam,concept:sportsteam:rangers,1
208692,concept:athlete:alan_embree,concept:athleteplayssport,concept:sport:baseball,1
211547,concept:athlete:rickey_henderson,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211830,concept:athlete:hunter_pence,concept:athleteplaysinleague,concept:sportsleague:mlb,1
216193,concept:athlete:luke_walton,concept:athleteplaysforteam,concept:sportsteam:los_angeles_lakers,1
214538,concept:athlete:bruce_gradkowski,concept:athleteledsportsteam,concept:sportsteam:bucs,0
215333,concept:athlete:jeff_kent,concept:athleteledsportsteam,concept:sportsteam:dodgers,1
208192,concept:athlete:bill_mueller,concept:athleteplayssport,concept:sport:baseball,1
211871,concept:athlete:magglio_ordonez,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211567,concept:personmexico:mark_loretta,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208881,concept:athlete:daisuke_matsuzaka,concept:athleteplayssport,concept:sport:baseball,1
219743,concept:athlete:nicklas_lidstrom,concept:athleteplaysforteam,concept:sportsteam:red_wings,1
211675,concept:athlete:chris_narveson,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208735,concept:personmexico:jack_wilson,concept:athleteplayssport,concept:sport:baseball,1
209341,concept:personmexico:todd_coffey,concept:athleteplayssport,concept:sport:baseball,1
221311,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:miller_park,1
212401,concept:sportsteam:cavaliers,concept:teamplaysinleague,concept:sportsleague:nba,1
221169,concept:athlete:eli_manning,concept:athletehomestadium,concept:stadiumoreventvenue:giants_stadium,1
214897,concept:athlete:felix_pie,concept:athleteplaysforteam,concept:sportsteam:chicago_cubs,1
221526,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:target_field,1
215654,concept:athlete:kelenna_azubuike,concept:athleteplaysforteam,concept:sportsteam:golden_state_warriors,0
212010,concept:athlete:garrett_olson,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209343,concept:athlete:roger_clemens,concept:athleteplayssport,concept:sport:baseball,1
213985,concept:sportsteam:new_york_yankees,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves,1
212091,concept:sportsteam:philadelphia_phillies,concept:teamplaysinleague,concept:sportsleague:mlb,1
217965,concept:athlete:fernando_abad,concept:athleteplaysforteam,concept:sportsteam:new_york_mets,0
218099,concept:personmexico:jason_giambi,concept:athleteledsportsteam,concept:sportsteam:new_york_yankees,1
208920,concept:athlete:kerry_wood,concept:athleteplayssport,concept:sport:baseball,1
208540,concept:athlete:andre_ethier,concept:athleteplayssport,concept:sport:baseball,1
216774,concept:athlete:rex_grossman,concept:athleteplaysforteam,concept:sportsteam:n1985_chicago_bears,0
211691,concept:athlete:gregor_blanco,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208950,concept:coach:brian_burres,concept:athleteplayssport,concept:sport:baseball,1
209041,concept:athlete:justin_verlander,concept:athleteplayssport,concept:sport:baseball,1
208591,concept:athlete:joel_guzman,concept:athleteplayssport,concept:sport:baseball,1
217921,concept:athlete:chad_pennington,concept:athleteledsportsteam,concept:sportsteam:new_york_jets,1
214656,concept:athlete:jake_delhomme,concept:athleteledsportsteam,concept:sportsteam:carolina,1
220983,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:ameriquest_field,1
208928,concept:athlete:neal_cotts,concept:athleteplayssport,concept:sport:baseball,1
211693,concept:personmexico:alfredo_amezaga,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208769,concept:athlete:maddux,concept:athleteplayssport,concept:sport:baseball,1
209064,concept:coach:tom_gorzelanny,concept:athleteplayssport,concept:sport:baseball,1
208603,concept:athlete:matt_lawton,concept:athleteplayssport,concept:sport:baseball,1
221411,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:quicken_loans_arena,1
213123,concept:sportsteam:iowa_state,concept:teamplaysinleague,concept:sportsleague:ncaa,1
208583,concept:personmexico:jay_bruce,concept:athleteplayssport,concept:sport:baseball,1
208607,concept:athlete:mo_vaughn,concept:athleteplayssport,concept:sport:baseball,1
211569,concept:athlete:miguel_tejada,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221272,concept:athlete:peyton_manning,concept:athletehomestadium,concept:stadiumoreventvenue:lucas_oil_stadium,1
221048,concept:sportsteam:st_louis_cardinals,concept:teamhomestadium,concept:stadiumoreventvenue:busch_memorial_stadium,1
211557,concept:coach:mark_hendrickson,concept:athleteplaysinleague,concept:sportsleague:mlb,1
215932,concept:athlete:damon_huard,concept:athleteplaysforteam,concept:sportsteam:kansas_city_chiefs,0
211582,concept:personmexico:mark_grudzielanek,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211716,concept:coach:john_maine,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208718,concept:personmexico:adam_everett,concept:athleteplayssport,concept:sport:baseball,1
211601,concept:coach:randor_bierd,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211922,concept:athlete:jeff_francoeur,concept:athleteplaysinleague,concept:sportsleague:mlb,1
213958,concept:athlete:david_justice,concept:athleteplaysforteam,concept:sportsteam:atlanta_braves,1
211760,concept:athlete:taylor_tankersley,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208824,concept:athlete:zito,concept:athleteplayssport,concept:sport:baseball,1
208873,concept:athlete:chris_young,concept:athleteplayssport,concept:sport:baseball,1
209084,concept:athlete:tony_sipp,concept:athleteplayssport,concept:sport:baseball,1
214026,concept:athlete:kurt_busch,concept:athleteledsportsteam,concept:sportsteam:baltimore_colts,0
211520,concept:athlete:kirby_puckett,concept:athleteplaysinleague,concept:sportsleague:mlb,1
216241,concept:coach:ryan_ludwick,concept:athleteplaysforteam,concept:sportsteam:louis_cardinals,0
216040,concept:personmexico:jim_jackson,concept:athleteledsportsteam,concept:sportsteam:knicks,0
215065,concept:personmexico:d_j__mbenga,concept:athleteplaysforteam,concept:sportsteam:colorado_rockies,1
211811,concept:coach:ryan_spilborghs,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211777,concept:athlete:jarrod_washburn,concept:athleteplaysinleague,concept:sportsleague:mlb,1
219362,concept:athlete:chris_bosh,concept:athleteledsportsteam,concept:sportsteam:raptors,1
211523,concept:athlete:bernie_williams,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211791,concept:athlete:nick_blackburn,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221237,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:kauffman_stadium,1
208546,concept:athlete:buster_posey,concept:athleteplayssport,concept:sport:baseball,1
211742,concept:personmexico:scott_olsen,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208196,concept:athlete:chuck_knoblauch,concept:athleteplayssport,concept:sport:baseball,1
211965,concept:athlete:prince_fielder,concept:athleteplaysinleague,concept:sportsleague:mlb,1
220623,concept:athlete:kerry_collins,concept:athleteplaysforteam,concept:sportsteam:titans,0
212416,concept:sportsteam:new_orleans_hornets,concept:teamplaysinleague,concept:sportsleague:nba,1
211736,concept:athlete:jesse_carlson,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208941,concept:athlete:scott_baker,concept:athleteplayssport,concept:sport:baseball,1
211950,concept:athlete:ryan_madson,concept:athleteplaysinleague,concept:sportsleague:mlb,1
220212,concept:athlete:michael_finley,concept:athleteledsportsteam,concept:sportsteam:spurs,1
221576,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:us_airways_center,1
211690,concept:athlete:freddy_garcia,concept:athleteplaysinleague,concept:sportsleague:mlb,1
220392,concept:athlete:greg_oden,concept:athleteledsportsteam,concept:sportsteam:suns,1
216755,concept:athlete:rex_grossman,concept:athleteledsportsteam,concept:sportsteam:n1985_chicago_bears,0
217814,concept:athlete:jeremy,concept:athleteplaysforteam,concept:sportsteam:new_york_giants,1
209104,concept:athlete:jeff_fassero,concept:athleteplayssport,concept:sport:baseball,1
208622,concept:coach:geoff_jenkins,concept:athleteplayssport,concept:sport:baseball,1
208730,concept:personmexico:corey_hart,concept:athleteplayssport,concept:sport:baseball,1
219363,concept:athlete:jamario_moon,concept:athleteledsportsteam,concept:sportsteam:raptors,1
208573,concept:athlete:jeff_clement,concept:athleteplayssport,concept:sport:baseball,1
216283,concept:personasia:rick_ankiel,concept:athleteplaysforteam,concept:sportsteam:louis_cardinals,0
209600,concept:athlete:mike_myers,concept:athleteplayssport,concept:sport:baseball,1
208935,concept:athlete:ramon_troncoso,concept:athleteplayssport,concept:sport:baseball,1
209013,concept:athlete:jamie_moyer,concept:athleteplayssport,concept:sport:baseball,1
211968,concept:athlete:andre_ethier,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211975,concept:athlete:brian_bass,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209111,concept:athlete:juan_abreu,concept:athleteplayssport,concept:sport:baseball,1
221179,concept:sport:baseball,concept:sportusesstadium,concept:stadiumoreventvenue:great_american_ball_park,1
208628,concept:athlete:adam_russell,concept:athleteplayssport,concept:sport:baseball,1
211841,concept:personmexico:esteban_german,concept:athleteplaysinleague,concept:sportsleague:mlb,1
213971,concept:athlete:kelly_johnson,concept:athleteplaysforteam,concept:sportsteam:atlanta_braves,1
208602,concept:athlete:matt_laporta,concept:athleteplayssport,concept:sport:baseball,1
209032,concept:personmexico:oliver_perez,concept:athleteplayssport,concept:sport:baseball,1
211639,concept:athlete:babe_ruth,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208787,concept:athlete:nate_mclouth,concept:athleteplayssport,concept:sport:baseball,1
211696,concept:athlete:jon_lieber,concept:athleteplaysinleague,concept:sportsleague:mlb,1
212406,concept:sportsteam:golden_state_warriors,concept:teamplaysinleague,concept:sportsleague:nba,1
221402,concept:sport:baseball,concept:sportusesstadium,concept:stadiumoreventvenue:progressive_field,1
218109,concept:athlete:hideki_matsui,concept:athleteledsportsteam,concept:sportsteam:new_york_yankees,1
216136,concept:athlete:jared_reiner,concept:athleteledsportsteam,concept:sportsteam:los_angeles_lakers,0
212245,concept:sportsteam:milwaukee_bucks,concept:teamplaysinleague,concept:sportsleague:nba,1
211554,concept:personeurope:james_mcdonald,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211545,concept:athlete:kirk_gibson,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209057,concept:athlete:ryan_madson,concept:athleteplayssport,concept:sport:baseball,1
216456,concept:personmexico:josh_willingham,concept:athleteplaysforteam,concept:sportsteam:marlins,1
211574,concept:athlete:mike_myers,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208813,concept:athlete:taylor_tankersley,concept:athleteplayssport,concept:sport:baseball,1
209016,concept:athlete:jesse_litsch,concept:athleteplayssport,concept:sport:baseball,1
211719,concept:athlete:brian_shouse,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211785,concept:athlete:john_smoltz,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208905,concept:athlete:joe_blanton,concept:athleteplayssport,concept:sport:baseball,1
211491,concept:athlete:zito,concept:athleteplaysinleague,concept:sportsleague:mlb,1
219516,concept:athlete:david_ortiz,concept:athleteledsportsteam,concept:sportsteam:red_sox,1
211847,concept:athlete:anibal_sanchez,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221060,concept:sportsteam:orioles,concept:teamhomestadium,concept:stadiumoreventvenue:camden_yards,1
211752,concept:athlete:orlando_hern_ndez,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208727,concept:personmexico:chris_iannetta,concept:athleteplayssport,concept:sport:baseball,1
213175,concept:sportsteam:michigan_state_spartans,concept:teamplaysinleague,concept:sportsleague:ncaa,1
214524,concept:athlete:michael_redd,concept:athleteplaysforteam,concept:sportsteam:bucks,1
211644,concept:athlete:mike_schmidt,concept:athleteplaysinleague,concept:sportsleague:mlb,0
213635,concept:sportsteam:new_york_jets,concept:teamplaysinleague,concept:sportsleague:nfl,1
211726,concept:athlete:david_riske,concept:athleteplaysinleague,concept:sportsleague:mlb,1
215191,concept:athlete:tony_romo,concept:athleteledsportsteam,concept:sportsteam:dallas_cowboys,1
218785,concept:athlete:nate_mclouth,concept:athleteplaysforteam,concept:sportsteam:pirates,1
211807,concept:athlete:matt_clement,concept:athleteplaysinleague,concept:sportsleague:mlb,1
213997,concept:sportsgame:n1999_world_series,concept:sportsgameloser,concept:sportsteam:atlanta_braves,1
208880,concept:athlete:curt_schilling,concept:athleteplayssport,concept:sport:baseball,1
209004,concept:athlete:clayton_kershaw,concept:athleteplayssport,concept:sport:baseball,1
211779,concept:athlete:jesse_crain,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211934,concept:athlete:brad_lidge,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211617,concept:personmexico:boof_bonser,concept:athleteplaysinleague,concept:sportsleague:mlb,1
212413,concept:sportsteam:mavericks,concept:teamplaysinleague,concept:sportsleague:nba,1
208774,concept:athlete:mark_reynolds,concept:athleteplayssport,concept:sport:baseball,1
219956,concept:athlete:brian_giles,concept:athleteplaysforteam,concept:sportsteam:san_diego_chargers,0
208747,concept:personmexico:michael_wuertz,concept:athleteplayssport,concept:sport:baseball,1
211798,concept:athlete:fernando_perez,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221454,concept:sportsteam:purdue_boilermakers,concept:teamhomestadium,concept:stadiumoreventvenue:ross_ade_stadium,1
218552,concept:coach:brad_thompson,concept:athleteplaysforteam,concept:sportsteam:packers,1
216520,concept:personaustralia:josh_howard,concept:athleteledsportsteam,concept:sportsteam:mavericks,1
220504,concept:athlete:sage_rosenfels,concept:athleteledsportsteam,concept:sportsteam:texans,1
211534,concept:personmexico:brandon_phillips,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211663,concept:athlete:nolan_ryan,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211758,concept:athlete:sidney_ponson,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209151,concept:athlete:evan_meek,concept:athleteplayssport,concept:sport:baseball,1
211863,concept:personmexico:scott_kazmir,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221315,concept:sportsteam:houston_astros,concept:teamhomestadium,concept:stadiumoreventvenue:minute_maid_park,1
214070,concept:athlete:joe_flacco,concept:athleteledsportsteam,concept:sportsteam:baltimore_colts,1
215010,concept:athlete:shaun_livingston,concept:athleteledsportsteam,concept:sportsteam:clippers,1
216734,concept:athlete:brian_griese,concept:athleteledsportsteam,concept:sportsteam:n1985_chicago_bears,0
208715,concept:athlete:jeff_francoeur,concept:athleteplayssport,concept:sport:baseball,1
211546,concept:athlete:larry_doby,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209350,concept:athlete:hideki_okajima,concept:athleteplayssport,concept:sport:baseball,1
218801,concept:athlete:sidney_crosby,concept:athleteledsportsteam,concept:sportsteam:pittsburgh_penguins,1
220738,concept:athlete:mark_sanchez,concept:athleteledsportsteam,concept:sportsteam:usc,1
208916,concept:athlete:john_van_benschoten,concept:athleteplayssport,concept:sport:baseball,1
211913,concept:personmexico:brad_hawpe,concept:athleteplaysinleague,concept:sportsleague:mlb,1
214313,concept:athlete:sam_cassell,concept:athleteledsportsteam,concept:sportsteam:boston_celtics,1
211873,concept:athlete:mitch_stetter,concept:athleteplaysinleague,concept:sportsleague:mlb,1
220740,concept:athlete:mark_sanchez,concept:athleteplaysforteam,concept:sportsteam:usc,1
214094,concept:athlete:ryan_fitzpatrick,concept:athleteplaysforteam,concept:sportsteam:bengals,1
208731,concept:personmexico:david_dejesus,concept:athleteplayssport,concept:sport:baseball,1
208734,concept:athlete:jimmy_rollins,concept:athleteplayssport,concept:sport:baseball,1
211835,concept:athlete:ryan_doumit,concept:athleteplaysinleague,concept:sportsleague:mlb,1
212103,concept:sportsteam:toronto_blue_jays,concept:teamplaysinleague,concept:sportsleague:mlb,1
208720,concept:personmexico:adrian_gonzalez,concept:athleteplayssport,concept:sport:baseball,1
211500,concept:athlete:alan_trammell,concept:athleteplaysinleague,concept:sportsleague:mlb,1
220316,concept:athlete:ben_roethlisberger,concept:athleteplaysforteam,concept:sportsteam:steelers,1
212075,concept:sportsteam:atlanta_braves,concept:teamplaysinleague,concept:sportsleague:mlb,0
216174,concept:athlete:gasol,concept:athleteledsportsteam,concept:sportsteam:los_angeles_lakers,1
221312,concept:sportsteam:milwaukee_brewers,concept:teamhomestadium,concept:stadiumoreventvenue:miller_park,1
211920,concept:athlete:steve_trachsel,concept:athleteplaysinleague,concept:sportsleague:mlb,1
219557,concept:athlete:thome,concept:athleteledsportsteam,concept:sportsteam:red_sox,0
214662,concept:athlete:jake_delhomme,concept:athleteplaysforteam,concept:sportsteam:carolina,1
