Subject,Predicate,Object,stv,Strength,overall,MturkTruth
concept:sportsteam:cavaliers,concept:teamplaysinleague,concept:sportsleague:nba,0.4249428511,2464,1047.0591851104,1
concept:athlete:eli+AF8-manning,concept:athletehomestadium,concept:stadiumoreventvenue:giants+AF8-stadium,0.4276425838,19,8.1252090922,1
concept:athlete:felix+AF8-pie,concept:athleteplaysforteam,concept:sportsteam:chicago+AF8-cubs,0.4276425838,659.5,282.0302840161,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:target+AF8-field,0.5086473227,2407,1224.3141057389,1
concept:athlete:kelenna+AF8-azubuike,concept:athleteplaysforteam,concept:sportsteam:golden+AF8-state+AF8-warriors,0.4581269622,317.5,145.4553104985,0
concept:athlete:garrett+AF8-olson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:roger+AF8-clemens,concept:athleteplayssport,concept:sport:baseball,0.4276426136,259455,110954.014311588,1
concept:sportsteam:new+AF8-york+AF8-yankees,concept:teamplaysagainstteam,concept:sportsteam:atlanta+AF8-braves,0.4143873155,4,1.657549262,1
concept:sportsteam:philadelphia+AF8-phillies,concept:teamplaysinleague,concept:sportsleague:mlb,0.4318557382,2464,1064.0925389248,1
concept:athlete:fernando+AF8-abad,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-mets,0.5098668337,667.6666666667,340.4210893004,0
concept:personmexico:jason+AF8-giambi,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.4276425838,1618,691.9257005884,1
concept:athlete:kerry+AF8-wood,concept:athleteplayssport,concept:sport:baseball,0.5664188266,259455,146960.196655503,1
concept:athlete:andre+AF8-ethier,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:rex+AF8-grossman,concept:athleteplaysforteam,concept:sportsteam:n1985+AF8-chicago+AF8-bears,0.4736185265,431.5,204.3663941848,0
concept:athlete:gregor+AF8-blanco,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4559272528,259455,118292.605375224,1
concept:coach:brian+AF8-burres,concept:athleteplayssport,concept:sport:baseball,0.7662404776,259116,198545.167593802,1
concept:athlete:justin+AF8-verlander,concept:athleteplayssport,concept:sport:baseball,0.3854900002,259455,100017.308001891,1
concept:athlete:joel+AF8-guzman,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:chad+AF8-pennington,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-jets,0.4554658234,547.5,249.3675383115,1
concept:athlete:jake+AF8-delhomme,concept:athleteledsportsteam,concept:sportsteam:carolina,0.4315047562,204,88.0269702648,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:ameriquest+AF8-field,0.4191691279,2407,1008.9400908553,1
concept:athlete:neal+AF8-cotts,concept:athleteplayssport,concept:sport:baseball,0.4858632088,259455,126059.638839204,1
concept:personmexico:alfredo+AF8-amezaga,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4474327564,259173,115962.489774457,1
concept:athlete:maddux,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:coach:tom+AF8-gorzelanny,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259116,110809.035743921,1
concept:athlete:matt+AF8-lawton,concept:athleteplayssport,concept:sport:baseball,0.4143873155,259455,107514.860943053,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:quicken+AF8-loans+AF8-arena,0.4276425838,1992,851.8640269296,1
concept:sportsteam:iowa+AF8-state,concept:teamplaysinleague,concept:sportsleague:ncaa,0.4475468695,1056,472.609494192,1
concept:personmexico:jay+AF8-bruce,concept:athleteplayssport,concept:sport:baseball,0.394610405,259173,102272.362495065,1
concept:athlete:mo+AF8-vaughn,concept:athleteplayssport,concept:sport:baseball,0.4733930528,259455,122824.194514224,1
concept:athlete:miguel+AF8-tejada,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4852585793,259455,125902.764692282,1
concept:athlete:peyton+AF8-manning,concept:athletehomestadium,concept:stadiumoreventvenue:lucas+AF8-oil+AF8-stadium,0.415419668,19,7.892973692,1
concept:sportsteam:st+AF8-louis+AF8-cardinals,concept:teamhomestadium,concept:stadiumoreventvenue:busch+AF8-memorial+AF8-stadium,0.4276425838,388,165.9253225144,1
concept:coach:mark+AF8-hendrickson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4350085258,259116,112717.669171193,1
concept:athlete:damon+AF8-huard,concept:athleteplaysforteam,concept:sportsteam:kansas+AF8-city+AF8-chiefs,0.4976425838,203.5,101.2702658033,0
concept:personmexico:mark+AF8-grudzielanek,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4214709699,259173,109233.895681893,1
concept:coach:john+AF8-maine,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4161922038,259116,107842.059079841,1
concept:personmexico:adam+AF8-everett,concept:athleteplayssport,concept:sport:baseball,0.6395501494,259173,165754.130870446,1
concept:coach:randor+AF8-bierd,concept:athleteplaysinleague,concept:sportsleague:mlb,0.7169112563,259116,185763.177087431,1
concept:athlete:jeff+AF8-francoeur,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:david+AF8-justice,concept:athleteplaysforteam,concept:sportsteam:atlanta+AF8-braves,0.3952338398,773.5,305.7133750853,1
concept:athlete:taylor+AF8-tankersley,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:zito,concept:athleteplayssport,concept:sport:baseball,0.4318556786,259455,112047.115091163,1
concept:athlete:chris+AF8-young,concept:athleteplayssport,concept:sport:baseball,0.0297011547,259455,7706.1130926885,1
concept:athlete:tony+AF8-sipp,concept:athleteplayssport,concept:sport:baseball,0.4330238104,259455,112350.192727332,1
concept:athlete:kurt+AF8-busch,concept:athleteledsportsteam,concept:sportsteam:baltimore+AF8-colts,0.4476425838,433,193.8292387854,0
concept:athlete:kirby+AF8-puckett,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4143873155,259455,107514.860943053,1
concept:coach:ryan+AF8-ludwick,concept:athleteplaysforteam,concept:sportsteam:louis+AF8-cardinals,0.4003387988,688.5,275.6332629738,0
concept:personmexico:jim+AF8-jackson,concept:athleteledsportsteam,concept:sportsteam:knicks,0.8075819492,473,381.9862619716,0
concept:personmexico:d+AF8-j+AF8AXw-mbenga,concept:athleteplaysforteam,concept:sportsteam:colorado+AF8-rockies,0.5185357928,471,244.2303584088,1
concept:coach:ryan+AF8-spilborghs,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3993825614,259116,103486.411779722,1
concept:athlete:jarrod+AF8-washburn,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:chris+AF8-bosh,concept:athleteledsportsteam,concept:sportsteam:raptors,0.4065217078,891,362.2108416498,1
concept:athlete:bernie+AF8-williams,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:nick+AF8-blackburn,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:kauffman+AF8-stadium,0.4106097519,2407,988.3376728233,1
concept:athlete:buster+AF8-posey,concept:athleteplayssport,concept:sport:baseball,0.4458533823,259455,115678.889304647,1
concept:personmexico:scott+AF8-olsen,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4191691279,259173,108637.320385227,1
concept:athlete:chuck+AF8-knoblauch,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:prince+AF8-fielder,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4483013153,259455,116314.017761162,1
concept:athlete:kerry+AF8-collins,concept:athleteplaysforteam,concept:sportsteam:titans,0.3917194843,317.5,124.3709362653,0
concept:sportsteam:new+AF8-orleans+AF8-hornets,concept:teamplaysinleague,concept:sportsleague:nba,0.4321557581,2464,1064.8317879584,1
concept:athlete:jesse+AF8-carlson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:scott+AF8-baker,concept:athleteplayssport,concept:sport:baseball,0.4338569939,259455,112566.366352325,1
concept:athlete:ryan+AF8-madson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4213554859,259455,109322.787594185,1
concept:athlete:michael+AF8-finley,concept:athleteledsportsteam,concept:sportsteam:spurs,0.4276425838,318.5,136.2041629403,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:us+AF8-airways+AF8-center,0.3854900301,1992,767.8961399592,1
concept:athlete:freddy+AF8-garcia,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:greg+AF8-oden,concept:athleteledsportsteam,concept:sportsteam:suns,0.4343757629,547.5,237.8207301878,1
concept:athlete:rex+AF8-grossman,concept:athleteledsportsteam,concept:sportsteam:n1985+AF8-chicago+AF8-bears,0.4242352355,547.5,232.2687914363,0
concept:athlete:jeremy,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-giants,0.4081825912,545.5,222.6636034996,1
concept:athlete:jeff+AF8-fassero,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:coach:geoff+AF8-jenkins,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259116,110809.035743921,1
concept:personmexico:corey+AF8-hart,concept:athleteplayssport,concept:sport:baseball,0.4324305952,259173,112074.33464977,1
concept:athlete:jamario+AF8-moon,concept:athleteledsportsteam,concept:sportsteam:raptors,0.4276425838,891,381.0295421658,1
concept:athlete:jeff+AF8-clement,concept:athleteplayssport,concept:sport:baseball,0.9184451699,259455,238295.191556405,1
concept:personasia:rick+AF8-ankiel,concept:athleteplaysforteam,concept:sportsteam:louis+AF8-cardinals,0.4276425838,457.3333333333,195.5752083245,0
concept:athlete:mike+AF8-myers,concept:athleteplayssport,concept:sport:baseball,0.4163707495,259455,108029.472811523,1
